n,m,height,block_d,block_type,Lambda,Out,In,Delta,DeltaMertens
4,7140,1,4,uncertified,+8.8734680553,1.578368e-05,0.000000e+00,-1.578368e-05,-5.772953e-07
4,7144,1,4,uncertified,+8.8740281226,1.577385e-05,0.000000e+00,-1.577385e-05,-5.759765e-07
4,7148,1,4,uncertified,+8.8745878763,1.576403e-05,0.000000e+00,-1.576403e-05,-5.746598e-07
4,7152,2,4,uncertified,-8.8751473169,1.575422e-05,0.000000e+00,-1.575422e-05,-5.733453e-07
4,7156,1,4,uncertified,+8.8757064446,1.574442e-05,0.000000e+00,-1.574442e-05,-5.720329e-07
4,7160,1,4,uncertified,+8.8762652600,1.573464e-05,0.000000e+00,-1.573464e-05,-5.707227e-07
4,7164,1,4,uncertified,+8.8768237632,1.572486e-05,0.000000e+00,-1.572486e-05,-5.694146e-07
4,7168,5,4,uncertified,+0.0000000000,1.571510e-05,0.000000e+00,-1.571510e-05,-5.681087e-07
4,7172,1,4,uncertified,+8.8779398347,1.570535e-05,0.000000e+00,-1.570535e-05,-5.668049e-07
4,7176,1,4,uncertified,+8.8784974037,1.569561e-05,0.000000e+00,-1.569561e-05,-5.655032e-07
4,7180,1,4,uncertified,+8.8790546620,1.568588e-05,0.000000e+00,-1.568588e-05,-5.642036e-07
4,7184,2,4,uncertified,+0.0000000000,1.567616e-05,0.000000e+00,-1.567616e-05,-5.629061e-07
4,7188,1,4,uncertified,+8.8801682479,1.566646e-05,0.000000e+00,-1.566646e-05,-5.616108e-07
4,7192,1,4,uncertified,+8.8807245762,1.565676e-05,0.000000e+00,-1.565676e-05,-5.603176e-07
4,7196,1,4,uncertified,+8.8812805951,1.564708e-05,0.000000e+00,-1.564708e-05,-5.590265e-07
4,7200,2,4,uncertified,-71.0546904400,1.563741e-05,0.000000e+00,-1.563741e-05,-5.577375e-07
4,7204,1,4,uncertified,+8.8823917063,1.562775e-05,0.000000e+00,-1.562775e-05,-5.564505e-07
4,7208,1,4,uncertified,+8.8829467993,1.561810e-05,0.000000e+00,-1.561810e-05,-5.551657e-07
4,7212,1,4,uncertified,+8.8835015843,1.560846e-05,0.000000e+00,-1.560846e-05,-5.538830e-07
4,7216,2,4,uncertified,-8.8840560617,1.559884e-05,0.000000e+00,-1.559884e-05,-5.526023e-07
4,7220,1,4,uncertified,+8.8846102319,1.558922e-05,0.000000e+00,-1.558922e-05,-5.513237e-07
4,7224,1,4,uncertified,+8.8851640951,1.557962e-05,0.000000e+00,-1.557962e-05,-5.500472e-07
4,7228,1,4,uncertified,+8.8857176517,1.557003e-05,0.000000e+00,-1.557003e-05,-5.487728e-07
4,7232,3,4,uncertified,-8.8862709021,1.556045e-05,0.000000e+00,-1.556045e-05,-5.475004e-07
4,7236,1,4,uncertified,+8.8868238465,1.555088e-05,0.000000e+00,-1.555088e-05,-5.462301e-07
4,7240,1,4,uncertified,+8.8873764854,1.554132e-05,0.000000e+00,-1.554132e-05,-5.449619e-07
4,7244,1,4,uncertified,+8.8879288190,1.553177e-05,0.000000e+00,-1.553177e-05,-5.436957e-07
4,7248,2,4,uncertified,-8.8884808477,1.552224e-05,0.000000e+00,-1.552224e-05,-5.424316e-07
4,7252,1,4,uncertified,+8.8890325719,1.551271e-05,0.000000e+00,-1.551271e-05,-5.411695e-07
4,7256,1,4,uncertified,+8.8895839918,1.550320e-05,0.000000e+00,-1.550320e-05,-5.399094e-07
4,7260,1,4,uncertified,+8.8901351078,1.549370e-05,0.000000e+00,-1.549370e-05,-5.386514e-07
4,7264,2,4,uncertified,-8.8906859203,1.548420e-05,0.000000e+00,-1.548420e-05,-5.373954e-07
4,7268,1,4,uncertified,+8.8912364295,1.547472e-05,0.000000e+00,-1.547472e-05,-5.361415e-07
4,7272,1,4,uncertified,+8.8917866359,1.546526e-05,0.000000e+00,-1.546526e-05,-5.348896e-07
4,7276,1,4,uncertified,+8.8923365396,1.545580e-05,0.000000e+00,-1.545580e-05,-5.336397e-07
4,7280,2,4,uncertified,-26.6786584236,1.544635e-05,0.000000e+00,-1.544635e-05,-5.323918e-07
4,7284,1,4,uncertified,+8.8934354408,1.543691e-05,0.000000e+00,-1.543691e-05,-5.311459e-07
4,7288,1,4,uncertified,+8.8939844389,1.542749e-05,0.000000e+00,-1.542749e-05,-5.299020e-07
4,7292,1,4,uncertified,+8.8945331358,1.541808e-05,0.000000e+00,-1.541808e-05,-5.286602e-07
4,7296,3,4,uncertified,+17.7901630635,1.540867e-05,0.000000e+00,-1.540867e-05,-5.274203e-07
4,7300,1,4,uncertified,+8.8956296271,1.539928e-05,0.000000e+00,-1.539928e-05,-5.261824e-07
4,7304,1,4,uncertified,+8.8961774223,1.538990e-05,0.000000e+00,-1.538990e-05,-5.249465e-07
4,7308,1,4,uncertified,+8.8967249175,1.538053e-05,0.000000e+00,-1.538053e-05,-5.237127e-07
4,7312,2,4,uncertified,+0.0000000000,1.537117e-05,0.000000e+00,-1.537117e-05,-5.224808e-07
4,7316,1,4,uncertified,+8.8978190095,1.536182e-05,0.000000e+00,-1.536182e-05,-5.212508e-07
4,7320,1,4,uncertified,+8.8983656070,1.535248e-05,0.000000e+00,-1.535248e-05,-5.200229e-07
4,7324,1,4,uncertified,+8.8989119058,1.534316e-05,0.000000e+00,-1.534316e-05,-5.187969e-07
4,7328,2,4,uncertified,-8.8994579064,1.533384e-05,0.000000e+00,-1.533384e-05,-5.175729e-07
4,7332,1,4,uncertified,+8.9000036090,1.532454e-05,0.000000e+00,-1.532454e-05,-5.163509e-07
4,7336,1,4,uncertified,+8.9005490139,1.531524e-05,0.000000e+00,-1.531524e-05,-5.151308e-07
4,7340,1,4,uncertified,+8.9010941216,1.530596e-05,0.000000e+00,-1.530596e-05,-5.139127e-07
4,7344,2,4,uncertified,-26.7049167969,1.529669e-05,0.000000e+00,-1.529669e-05,-5.126965e-07
4,7348,1,4,uncertified,+8.9021834463,1.528742e-05,0.000000e+00,-1.528742e-05,-5.114822e-07
4,7352,1,4,uncertified,+8.9027276640,1.527817e-05,0.000000e+00,-1.527817e-05,-5.102700e-07
4,7356,1,4,uncertified,+8.9032715857,1.526893e-05,0.000000e+00,-1.526893e-05,-5.090596e-07
4,7360,3,4,uncertified,-17.8076304234,1.525970e-05,0.000000e+00,-1.525970e-05,-5.078512e-07
4,7364,1,4,uncertified,+8.9043585424,1.525048e-05,0.000000e+00,-1.525048e-05,-5.066447e-07
4,7368,1,4,uncertified,+8.9049015779,1.524127e-05,0.000000e+00,-1.524127e-05,-5.054402e-07
4,7372,1,4,uncertified,+8.9054443188,1.523208e-05,0.000000e+00,-1.523208e-05,-5.042376e-07
4,7376,2,4,uncertified,+0.0000000000,1.522289e-05,0.000000e+00,-1.522289e-05,-5.030369e-07
4,7380,1,4,uncertified,+8.9065289176,1.521371e-05,0.000000e+00,-1.521371e-05,-5.018381e-07
4,7384,1,4,uncertified,+8.9070707762,1.520454e-05,0.000000e+00,-1.520454e-05,-5.006412e-07
4,7388,1,4,uncertified,+8.9076123413,1.519539e-05,0.000000e+00,-1.519539e-05,-4.994463e-07
4,7392,2,4,uncertified,-62.3570752933,1.518624e-05,0.000000e+00,-1.518624e-05,-4.982532e-07
4,7396,1,4,uncertified,+8.9086945925,1.517711e-05,0.000000e+00,-1.517711e-05,-4.970620e-07
4,7400,1,4,uncertified,+8.9092352792,1.516798e-05,0.000000e+00,-1.516798e-05,-4.958728e-07
4,7404,1,4,uncertified,+8.9097756737,1.515887e-05,0.000000e+00,-1.515887e-05,-4.946854e-07
4,7408,2,4,uncertified,+0.0000000000,1.514977e-05,0.000000e+00,-1.514977e-05,-4.934999e-07
4,7412,1,4,uncertified,+8.9108555874,1.514067e-05,0.000000e+00,-1.514067e-05,-4.923164e-07
4,7416,1,4,uncertified,+8.9113951072,1.513159e-05,0.000000e+00,-1.513159e-05,-4.911347e-07
4,7420,1,4,uncertified,+8.9119343362,1.512252e-05,0.000000e+00,-1.512252e-05,-4.899548e-07
4,7424,4,4,uncertified,+8.9124732745,1.511346e-05,0.000000e+00,-1.511346e-05,-4.887769e-07
4,7428,1,4,uncertified,+8.9130119225,1.510440e-05,0.000000e+00,-1.510440e-05,-4.876008e-07
4,7432,1,4,uncertified,+8.9135502805,1.509536e-05,0.000000e+00,-1.509536e-05,-4.864266e-07
4,7436,1,4,uncertified,+8.9140883488,1.508633e-05,0.000000e+00,-1.508633e-05,-4.852542e-07
4,7440,2,4,uncertified,-26.7438783835,1.507731e-05,0.000000e+00,-1.507731e-05,-4.840837e-07
4,7444,1,4,uncertified,+8.9151636178,1.506830e-05,0.000000e+00,-1.506830e-05,-4.829151e-07
4,7448,1,4,uncertified,+8.9157008190,1.505930e-05,0.000000e+00,-1.505930e-05,-4.817483e-07
4,7452,1,4,uncertified,+8.9162377317,1.505031e-05,0.000000e+00,-1.505031e-05,-4.805834e-07
4,7456,2,4,uncertified,-8.9167743564,1.504133e-05,0.000000e+00,-1.504133e-05,-4.794203e-07
4,7460,1,4,uncertified,+8.9173106932,1.503236e-05,0.000000e+00,-1.503236e-05,-4.782591e-07
4,7464,1,4,uncertified,+8.9178467425,1.502340e-05,0.000000e+00,-1.502340e-05,-4.770996e-07
4,7468,1,4,uncertified,+8.9183825047,1.501446e-05,0.000000e+00,-1.501446e-05,-4.759421e-07
4,7472,2,4,uncertified,+0.0000000000,1.500552e-05,0.000000e+00,-1.500552e-05,-4.747863e-07
4,7476,1,4,uncertified,+8.9194531686,1.499659e-05,0.000000e+00,-1.499659e-05,-4.736324e-07
4,7480,1,4,uncertified,+8.9199880710,1.498767e-05,0.000000e+00,-1.498767e-05,-4.724803e-07
4,7484,1,4,uncertified,+8.9205226874,1.497876e-05,0.000000e+00,-1.497876e-05,-4.713300e-07
4,7488,3,4,uncertified,-17.8421140363,1.496986e-05,0.000000e+00,-1.496986e-05,-4.701816e-07
4,7492,1,4,uncertified,+8.9215910636,1.496098e-05,0.000000e+00,-1.496098e-05,-4.690349e-07
4,7496,1,4,uncertified,+8.9221248239,1.495210e-05,0.000000e+00,-1.495210e-05,-4.678901e-07
4,7500,1,4,uncertified,+8.9226582995,1.494323e-05,0.000000e+00,-1.494323e-05,-4.667471e-07
4,7504,2,4,uncertified,-8.9231914907,1.493437e-05,0.000000e+00,-1.493437e-05,-4.656058e-07
4,7508,1,4,uncertified,+8.9237243977,1.492552e-05,0.000000e+00,-1.492552e-05,-4.644664e-07
4,7512,1,4,uncertified,+8.9242570209,1.491669e-05,0.000000e+00,-1.491669e-05,-4.633288e-07
4,7516,1,4,uncertified,+8.9247893605,1.490786e-05,0.000000e+00,-1.490786e-05,-4.621929e-07
4,7520,2,4,uncertified,-26.7759642508,1.489904e-05,0.000000e+00,-1.489904e-05,-4.610588e-07
4,7524,1,4,uncertified,+8.9258531904,1.489023e-05,0.000000e+00,-1.489023e-05,-4.599266e-07
4,7528,1,4,uncertified,+8.9263846813,1.488143e-05,0.000000e+00,-1.488143e-05,-4.587961e-07
4,7532,1,4,uncertified,+8.9269158898,1.487265e-05,0.000000e+00,-1.487265e-05,-4.576673e-07
4,7536,2,4,uncertified,-8.9274468163,1.486387e-05,0.000000e+00,-1.486387e-05,-4.565404e-07
4,7540,1,4,uncertified,+8.9279774610,1.485510e-05,0.000000e+00,-1.485510e-05,-4.554152e-07
4,7544,1,4,uncertified,+8.9285078243,1.484634e-05,0.000000e+00,-1.484634e-05,-4.542918e-07
4,7548,1,4,uncertified,+8.9290379065,1.483759e-05,0.000000e+00,-1.483759e-05,-4.531702e-07
4,7552,3,4,uncertified,+0.0000000000,1.482885e-05,0.000000e+00,-1.482885e-05,-4.520503e-07
4,7556,1,4,uncertified,+8.9300972286,1.482012e-05,0.000000e+00,-1.482012e-05,-4.509321e-07
4,7560,1,4,uncertified,+8.9306264692,1.481141e-05,0.000000e+00,-1.481141e-05,-4.498157e-07
4,7564,1,4,uncertified,+8.9311554298,1.480270e-05,0.000000e+00,-1.480270e-05,-4.487011e-07
4,7568,2,4,uncertified,-8.9316841107,1.479400e-05,0.000000e+00,-1.479400e-05,-4.475882e-07
4,7572,1,4,uncertified,+8.9322125123,1.478531e-05,0.000000e+00,-1.478531e-05,-4.464771e-07
4,7576,1,4,uncertified,+8.9327406349,1.477663e-05,0.000000e+00,-1.477663e-05,-4.453677e-07
4,7580,1,4,uncertified,+8.9332684786,1.476796e-05,0.000000e+00,-1.476796e-05,-4.442600e-07
4,7584,2,4,uncertified,-26.8013881318,1.475930e-05,0.000000e+00,-1.475930e-05,-4.431540e-07
4,7588,1,4,uncertified,+8.9343233311,1.475065e-05,0.000000e+00,-1.475065e-05,-4.420498e-07
4,7592,1,4,uncertified,+8.9348503403,1.474200e-05,0.000000e+00,-1.474200e-05,-4.409473e-07
4,7596,1,4,uncertified,+8.9353770719,1.473337e-05,0.000000e+00,-1.473337e-05,-4.398466e-07
4,7600,2,4,uncertified,-17.8718070525,1.472475e-05,0.000000e+00,-1.472475e-05,-4.387475e-07
4,7604,1,4,uncertified,+8.9364297036,1.471614e-05,0.000000e+00,-1.471614e-05,-4.376502e-07
4,7608,1,4,uncertified,+8.9369556042,1.470754e-05,0.000000e+00,-1.470754e-05,-4.365546e-07
4,7612,1,4,uncertified,+8.9374812284,1.469894e-05,0.000000e+00,-1.469894e-05,-4.354606e-07
4,7616,3,4,uncertified,-17.8760131529,1.469036e-05,0.000000e+00,-1.469036e-05,-4.343684e-07
4,7620,1,4,uncertified,+8.9385316487,1.468178e-05,0.000000e+00,-1.468178e-05,-4.332779e-07
4,7624,1,4,uncertified,+8.9390564453,1.467322e-05,0.000000e+00,-1.467322e-05,-4.321891e-07
4,7628,1,4,uncertified,+8.9395809667,1.466467e-05,0.000000e+00,-1.466467e-05,-4.311020e-07
4,7632,2,4,uncertified,-17.8802104263,1.465612e-05,0.000000e+00,-1.465612e-05,-4.300166e-07
4,7636,1,4,uncertified,+8.9406291848,1.464758e-05,0.000000e+00,-1.464758e-05,-4.289328e-07
4,7640,1,4,uncertified,+8.9411528822,1.463906e-05,0.000000e+00,-1.463906e-05,-4.278508e-07
4,7644,1,4,uncertified,+8.9416763054,1.463054e-05,0.000000e+00,-1.463054e-05,-4.267704e-07
4,7648,2,4,uncertified,-8.9421994547,1.462203e-05,0.000000e+00,-1.462203e-05,-4.256917e-07
4,7652,1,4,uncertified,+8.9427223306,1.461354e-05,0.000000e+00,-1.461354e-05,-4.246147e-07
4,7656,1,4,uncertified,+8.9432449331,1.460505e-05,0.000000e+00,-1.460505e-05,-4.235393e-07
4,7660,1,4,uncertified,+8.9437672627,1.459657e-05,0.000000e+00,-1.459657e-05,-4.224656e-07
4,7664,2,4,uncertified,+0.0000000000,1.458810e-05,0.000000e+00,-1.458810e-05,-4.213936e-07
4,7668,1,4,uncertified,+8.9448111042,1.457964e-05,0.000000e+00,-1.457964e-05,-4.203233e-07
4,7672,1,4,uncertified,+8.9453326166,1.457119e-05,0.000000e+00,-1.457119e-05,-4.192546e-07
4,7676,1,4,uncertified,+8.9458538571,1.456274e-05,0.000000e+00,-1.456274e-05,-4.181875e-07
4,7680,4,4,uncertified,+26.8391244784,1.455431e-05,0.000000e+00,-1.455431e-05,-4.171222e-07
4,7684,1,4,uncertified,+8.9468955239,1.454589e-05,0.000000e+00,-1.454589e-05,-4.160584e-07
4,7688,1,4,uncertified,+8.9474159507,1.453748e-05,0.000000e+00,-1.453748e-05,-4.149963e-07
4,7692,1,4,uncertified,+8.9479361067,1.452907e-05,0.000000e+00,-1.452907e-05,-4.139359e-07
4,7696,2,4,uncertified,-8.9484559923,1.452068e-05,0.000000e+00,-1.452068e-05,-4.128771e-07
4,7700,1,4,uncertified,+8.9489756078,1.451229e-05,0.000000e+00,-1.451229e-05,-4.118199e-07
4,7704,1,4,uncertified,+8.9494949535,1.450391e-05,0.000000e+00,-1.450391e-05,-4.107643e-07
4,7708,1,4,uncertified,+8.9500140295,1.449555e-05,0.000000e+00,-1.449555e-05,-4.097104e-07
4,7712,2,4,uncertified,-8.9505328363,1.448719e-05,0.000000e+00,-1.448719e-05,-4.086581e-07
4,7716,1,4,uncertified,+8.9510513740,1.447884e-05,0.000000e+00,-1.447884e-05,-4.076075e-07
4,7720,1,4,uncertified,+8.9515696430,1.447050e-05,0.000000e+00,-1.447050e-05,-4.065584e-07
4,7724,1,4,uncertified,+8.9520876435,1.446217e-05,0.000000e+00,-1.446217e-05,-4.055110e-07
4,7728,2,4,uncertified,-26.8578161277,1.445385e-05,0.000000e+00,-1.445385e-05,-4.044652e-07
4,7732,1,4,uncertified,+8.9531228403,1.444553e-05,0.000000e+00,-1.444553e-05,-4.034210e-07
4,7736,1,4,uncertified,+8.9536400371,1.443723e-05,0.000000e+00,-1.443723e-05,-4.023784e-07
4,7740,1,4,uncertified,+8.9541569666,1.442894e-05,0.000000e+00,-1.442894e-05,-4.013374e-07
4,7744,3,4,uncertified,-13.4320104434,1.442065e-05,0.000000e+00,-1.442065e-05,-4.002980e-07
4,7748,1,4,uncertified,+8.9551900245,1.441238e-05,0.000000e+00,-1.441238e-05,-3.992602e-07
4,7752,1,4,uncertified,+8.9557061536,1.440411e-05,0.000000e+00,-1.440411e-05,-3.982241e-07
4,7756,1,4,uncertified,+8.9562220164,1.439585e-05,0.000000e+00,-1.439585e-05,-3.971895e-07
4,7760,2,4,uncertified,-8.9567376132,1.438760e-05,0.000000e+00,-1.438760e-05,-3.961564e-07
4,7764,1,4,uncertified,+8.9572529443,1.437936e-05,0.000000e+00,-1.437936e-05,-3.951250e-07
4,7768,1,4,uncertified,+8.9577680100,1.437113e-05,0.000000e+00,-1.437113e-05,-3.940952e-07
4,7772,1,4,uncertified,+8.9582828105,1.436291e-05,0.000000e+00,-1.436291e-05,-3.930669e-07
4,7776,2,4,uncertified,-44.7939867307,1.435470e-05,0.000000e+00,-1.435470e-05,-3.920402e-07
4,7780,1,4,uncertified,+8.9593116172,1.434649e-05,0.000000e+00,-1.434649e-05,-3.910151e-07
4,7784,1,4,uncertified,+8.9598256239,1.433830e-05,0.000000e+00,-1.433830e-05,-3.899916e-07
4,7788,1,4,uncertified,+8.9603393665,1.433011e-05,0.000000e+00,-1.433011e-05,-3.889696e-07
4,7792,2,4,uncertified,+0.0000000000,1.432194e-05,0.000000e+00,-1.432194e-05,-3.879492e-07
4,7796,1,4,uncertified,+8.9613660606,1.431377e-05,0.000000e+00,-1.431377e-05,-3.869304e-07
4,7800,1,4,uncertified,+8.9618790127,1.430561e-05,0.000000e+00,-1.430561e-05,-3.859131e-07
4,7804,1,4,uncertified,+8.9623917017,1.429746e-05,0.000000e+00,-1.429746e-05,-3.848974e-07
4,7808,3,4,uncertified,+0.0000000000,1.428932e-05,0.000000e+00,-1.428932e-05,-3.838832e-07
4,7812,1,4,uncertified,+8.9634162920,1.428118e-05,0.000000e+00,-1.428118e-05,-3.828706e-07
4,7816,1,4,uncertified,+8.9639281937,1.427306e-05,0.000000e+00,-1.427306e-05,-3.818595e-07
4,7820,1,4,uncertified,+8.9644398335,1.426494e-05,0.000000e+00,-1.426494e-05,-3.808499e-07
4,7824,2,4,uncertified,-8.9649512117,1.425684e-05,0.000000e+00,-1.425684e-05,-3.798419e-07
4,7828,1,4,uncertified,+8.9654623285,1.424874e-05,0.000000e+00,-1.424874e-05,-3.788355e-07
4,7832,1,4,uncertified,+8.9659731842,1.424065e-05,0.000000e+00,-1.424065e-05,-3.778306e-07
4,7836,1,4,uncertified,+8.9664837791,1.423257e-05,0.000000e+00,-1.423257e-05,-3.768272e-07
4,7840,2,4,uncertified,-44.8349705667,1.422450e-05,0.000000e+00,-1.422450e-05,-3.758253e-07
4,7844,1,4,uncertified,+8.9675041873,1.421644e-05,0.000000e+00,-1.421644e-05,-3.748250e-07
4,7848,1,4,uncertified,+8.9680140012,1.420839e-05,0.000000e+00,-1.420839e-05,-3.738262e-07
4,7852,1,4,uncertified,+8.9685235554,1.420034e-05,0.000000e+00,-1.420034e-05,-3.728289e-07
4,7856,2,4,uncertified,+0.0000000000,1.419230e-05,0.000000e+00,-1.419230e-05,-3.718331e-07
4,7860,1,4,uncertified,+8.9695418854,1.418428e-05,0.000000e+00,-1.418428e-05,-3.708389e-07
4,7864,1,4,uncertified,+8.9700506618,1.417626e-05,0.000000e+00,-1.417626e-05,-3.698461e-07
4,7868,1,4,uncertified,+8.9705591795,1.416825e-05,0.000000e+00,-1.416825e-05,-3.688549e-07
4,7872,3,4,uncertified,-17.9421348775,1.416025e-05,0.000000e+00,-1.416025e-05,-3.678652e-07
4,7876,1,4,uncertified,+8.9715754398,1.415225e-05,0.000000e+00,-1.415225e-05,-3.668770e-07
4,7880,1,4,uncertified,+8.9720831829,1.414427e-05,0.000000e+00,-1.414427e-05,-3.658902e-07
4,7884,1,4,uncertified,+8.9725906683,1.413629e-05,0.000000e+00,-1.413629e-05,-3.649050e-07
4,7888,2,4,uncertified,-8.9730978963,1.412833e-05,0.000000e+00,-1.412833e-05,-3.639213e-07
4,7892,1,4,uncertified,+8.9736048671,1.412037e-05,0.000000e+00,-1.412037e-05,-3.629390e-07
4,7896,1,4,uncertified,+8.9741115811,1.411242e-05,0.000000e+00,-1.411242e-05,-3.619583e-07
4,7900,1,4,uncertified,+8.9746180385,1.410448e-05,0.000000e+00,-1.410448e-05,-3.609790e-07
4,7904,2,4,uncertified,-26.9253727183,1.409654e-05,0.000000e+00,-1.409654e-05,-3.600013e-07
4,7908,1,4,uncertified,+8.9756301843,1.408862e-05,0.000000e+00,-1.408862e-05,-3.590250e-07
4,7912,1,4,uncertified,+8.9761358733,1.408070e-05,0.000000e+00,-1.408070e-05,-3.580501e-07
4,7916,1,4,uncertified,+8.9766413067,1.407279e-05,0.000000e+00,-1.407279e-05,-3.570768e-07
4,7920,2,4,uncertified,-44.8857324240,1.406490e-05,0.000000e+00,-1.406490e-05,-3.561049e-07
4,7924,1,4,uncertified,+8.9776514078,1.405700e-05,0.000000e+00,-1.405700e-05,-3.551345e-07
4,7928,1,4,uncertified,+8.9781560760,1.404912e-05,0.000000e+00,-1.404912e-05,-3.541656e-07
4,7932,1,4,uncertified,+8.9786604896,1.404125e-05,0.000000e+00,-1.404125e-05,-3.531981e-07
4,7936,4,4,uncertified,+8.9791646490,1.403338e-05,0.000000e+00,-1.403338e-05,-3.522321e-07
4,7940,1,4,uncertified,+8.9796685542,1.402553e-05,0.000000e+00,-1.402553e-05,-3.512676e-07
4,7944,1,4,uncertified,+8.9801722057,1.401768e-05,0.000000e+00,-1.401768e-05,-3.503045e-07
4,7948,1,4,uncertified,+8.9806756037,1.400984e-05,0.000000e+00,-1.400984e-05,-3.493428e-07
4,7952,2,4,uncertified,-8.9811787483,1.400201e-05,0.000000e+00,-1.400201e-05,-3.483826e-07
4,7956,1,4,uncertified,+8.9816816400,1.399418e-05,0.000000e+00,-1.399418e-05,-3.474239e-07
4,7960,1,4,uncertified,+8.9821842788,1.398637e-05,0.000000e+00,-1.398637e-05,-3.464666e-07
4,7964,1,4,uncertified,+8.9826866652,1.397856e-05,0.000000e+00,-1.397856e-05,-3.455107e-07
4,7968,2,4,uncertified,-26.9495663978,1.397076e-05,0.000000e+00,-1.397076e-05,-3.445563e-07
4,7972,1,4,uncertified,+8.9836906813,1.396297e-05,0.000000e+00,-1.396297e-05,-3.436033e-07
4,7976,1,4,uncertified,+8.9841923116,1.395519e-05,0.000000e+00,-1.395519e-05,-3.426518e-07
4,7980,1,4,uncertified,+8.9846936904,1.394742e-05,0.000000e+00,-1.394742e-05,-3.417017e-07
4,7984,2,4,uncertified,+0.0000000000,1.393965e-05,0.000000e+00,-1.393965e-05,-3.407530e-07
4,7988,1,4,uncertified,+8.9856956945,1.393190e-05,0.000000e+00,-1.393190e-05,-3.398057e-07
4,7992,1,4,uncertified,+8.9861963203,1.392415e-05,0.000000e+00,-1.392415e-05,-3.388599e-07
4,7996,1,4,uncertified,+8.9866966956,1.391641e-05,0.000000e+00,-1.391641e-05,-3.379155e-07
4,8000,3,4,uncertified,-14.9786613678,1.390868e-05,0.000000e+00,-1.390868e-05,-3.369725e-07
4,8004,1,4,uncertified,+8.9876966957,1.390095e-05,0.000000e+00,-1.390095e-05,-3.360309e-07
4,8008,1,4,uncertified,+8.9881963210,1.389324e-05,0.000000e+00,-1.389324e-05,-3.350907e-07
4,8012,1,4,uncertified,+8.9886956968,1.388553e-05,0.000000e+00,-1.388553e-05,-3.341520e-07
4,8016,2,4,uncertified,-8.9891948233,1.387783e-05,0.000000e+00,-1.387783e-05,-3.332146e-07
4,8020,1,4,uncertified,+8.9896937009,1.387014e-05,0.000000e+00,-1.387014e-05,-3.322786e-07
4,8024,1,4,uncertified,+8.9901923296,1.386245e-05,0.000000e+00,-1.386245e-05,-3.313441e-07
4,8028,1,4,uncertified,+8.9906907099,1.385478e-05,0.000000e+00,-1.385478e-05,-3.304110e-07
4,8032,2,4,uncertified,-8.9911888419,1.384711e-05,0.000000e+00,-1.384711e-05,-3.294792e-07
4,8036,1,4,uncertified,+8.9916867259,1.383945e-05,0.000000e+00,-1.383945e-05,-3.285488e-07
4,8040,1,4,uncertified,+8.9921843622,1.383180e-05,0.000000e+00,-1.383180e-05,-3.276199e-07
4,8044,1,4,uncertified,+8.9926817509,1.382416e-05,0.000000e+00,-1.382416e-05,-3.266923e-07
4,8048,2,4,uncertified,+0.0000000000,1.381652e-05,0.000000e+00,-1.381652e-05,-3.257661e-07
4,8052,1,4,uncertified,+8.9936757868,1.380890e-05,0.000000e+00,-1.380890e-05,-3.248413e-07
4,8056,1,4,uncertified,+8.9941724344,1.380128e-05,0.000000e+00,-1.380128e-05,-3.239179e-07
4,8060,1,4,uncertified,+8.9946688355,1.379367e-05,0.000000e+00,-1.379367e-05,-3.229958e-07
4,8064,3,4,uncertified,+62.9661549322,1.378607e-05,0.000000e+00,-1.378607e-05,-3.220752e-07
4,8068,1,4,uncertified,+8.9956608991,1.377847e-05,0.000000e+00,-1.377847e-05,-3.211559e-07
4,8072,1,4,uncertified,+8.9961565620,1.377088e-05,0.000000e+00,-1.377088e-05,-3.202380e-07
4,8076,1,4,uncertified,+8.9966519794,1.376331e-05,0.000000e+00,-1.376331e-05,-3.193214e-07
4,8080,2,4,uncertified,-8.9971471515,1.375574e-05,0.000000e+00,-1.375574e-05,-3.184062e-07
4,8084,1,4,uncertified,+8.9976420785,1.374817e-05,0.000000e+00,-1.374817e-05,-3.174924e-07
4,8088,1,4,uncertified,+8.9981367607,1.374062e-05,0.000000e+00,-1.374062e-05,-3.165799e-07
4,8092,1,4,uncertified,+8.9986311983,1.373307e-05,0.000000e+00,-1.373307e-05,-3.156688e-07
4,8096,2,4,uncertified,-26.9973761746,1.372553e-05,0.000000e+00,-1.372553e-05,-3.147591e-07
